label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
HELLO,0.18400365114212036,0.7644721865653992,1.5564469890705368e-07,0.2524870038032532,0.7478447556495667,-0.01783687248826027,0.3046747148036957,0.6866604089736938,-0.021198110654950142,0.32298901677131653,0.6187471151351929,-0.0238018911331892,0.3217705488204956,0.5712668299674988,-0.02725945971906185,0.29593634605407715,0.5705682635307312,-0.007697207387536764,0.319068968296051,0.484851598739624,-0.021696787327528,0.3326431214809418,0.43390434980392456,-0.0365697517991066,0.3441609740257263,0.38833776116371155,-0.048302482813596725,0.2648881673812866,0.5500921607017517,-0.011476719751954079,0.2934400141239166,0.4538787603378296,-0.02370675653219223,0.31229400634765625,0.3946232199668884,-0.03849636763334274,0.326103538274765,0.3450961709022522,-0.05025984346866608,0.23206256330013275,0.5467982888221741,-0.018375234678387642,0.26129150390625,0.45520704984664917,-0.03258752077817917,0.28171390295028687,0.4011065661907196,-0.045783400535583496,0.2969408929347992,0.3563217520713806,-0.05475674197077751,0.19349482655525208,0.5568621158599854,-0.02713955007493496,0.2159963846206665,0.48392051458358765,-0.041392527520656586,0.23354554176330566,0.4407108724117279,-0.04901181906461716,0.2488330602645874,0.4020512104034424,-0.054115187376737595
HELLO,0.27359676361083984,0.739883542060852,3.4698967255053503e-08,0.3368869125843048,0.7437801361083984,-0.007931097410619259,0.3834696412086487,0.6984779238700867,-0.005806195084005594,0.4057678282260895,0.6465582847595215,-0.005413469392806292,0.42292219400405884,0.6098597645759583,-0.005647556856274605,0.3929986357688904,0.5959392786026001,0.00791989080607891,0.42692556977272034,0.5301117897033691,-0.0020105980802327394,0.4448454976081848,0.4917130172252655,-0.01359967328608036,0.4608406126499176,0.45681947469711304,-0.02287137508392334,0.37323376536369324,0.57135009765625,0.0017021598760038614,0.41396763920783997,0.5030201077461243,-0.006593901198357344,0.4381776750087738,0.46093323826789856,-0.018433304503560066,0.4577624499797821,0.42549124360084534,-0.02816753275692463,0.3484526574611664,0.5588793158531189,-0.007621655240654945,0.38690394163131714,0.49037623405456543,-0.018227804452180862,0.40965986251831055,0.4509468078613281,-0.02838960289955139,0.4296363592147827,0.4171100854873657,-0.035650864243507385,0.3156808614730835,0.5559288263320923,-0.018314585089683533,0.345576673746109,0.49996626377105713,-0.029836095869541168,0.36545121669769287,0.4674089550971985,-0.03584274649620056,0.3851875364780426,0.43801355361938477,-0.04005880653858185
HELLO,0.2742464542388916,0.7386411428451538,5.763402910474724e-08,0.3411612808704376,0.7420483827590942,-0.011091074906289577,0.39153510332107544,0.6982771158218384,-0.010252617299556732,0.4147353768348694,0.642082154750824,-0.010439355857670307,0.4339529871940613,0.6028245687484741,-0.011019212193787098,0.4002596139907837,0.5927269458770752,0.0053252181969583035,0.43397390842437744,0.5240458250045776,-0.005159046966582537,0.45176973938941956,0.4837602972984314,-0.017273159697651863,0.46824806928634644,0.4468982219696045,-0.026900453492999077,0.3783676326274872,0.5665950179100037,0.0005350742139853537,0.42003512382507324,0.49672579765319824,-0.00802202895283699,0.4448291063308716,0.4541913866996765,-0.020039090886712074,0.46478933095932007,0.41793498396873474,-0.029941217973828316,0.3519248962402344,0.5536242723464966,-0.007561954203993082,0.3911183178424835,0.48408132791519165,-0.018159419298171997,0.41397038102149963,0.44491732120513916,-0.028244592249393463,0.4341648817062378,0.41139817237854004,-0.035519011318683624,0.3175499141216278,0.5501652359962463,-0.01734801195561886,0.3478226363658905,0.4945696294307709,-0.02857658453285694,0.36828601360321045,0.4627251625061035,-0.034537602216005325,0.3889075219631195,0.4340841472148895,-0.03875162452459335
HELLO,0.1494271457195282,0.7731921076774597,2.680982618130656e-07,0.22249604761600494,0.7633838653564453,-0.021740874275565147,0.275495320558548,0.690994918346405,-0.024038249626755714,0.29368335008621216,0.6116719841957092,-0.024533189833164215,0.29288581013679504,0.5548844337463379,-0.026133298873901367,0.2596641480922699,0.5698391795158386,-0.008399993181228638,0.28310418128967285,0.4750632047653198,-0.019814934581518173,0.29505375027656555,0.4171321392059326,-0.032963816076517105,0.30436819791793823,0.36565276980400085,-0.044278547167778015,0.22309362888336182,0.5465004444122314,-0.011131138540804386,0.2510170638561249,0.438942551612854,-0.021344387903809547,0.2702917456626892,0.3711860775947571,-0.03742474690079689,0.28295743465423584,0.3149335980415344,-0.050369784235954285,0.18368887901306152,0.5434554815292358,-0.017393752932548523,0.20916278660297394,0.4375694990158081,-0.032731104642152786,0.22793465852737427,0.37481147050857544,-0.05073140934109688,0.2431541234254837,0.3200896084308624,-0.06293544173240662,0.13904480636119843,0.5556618571281433,-0.02542666345834732,0.1590796709060669,0.4689391255378723,-0.042995113879442215,0.17544496059417725,0.41967880725860596,-0.054771892726421356,0.19262290000915527,0.3755638897418976,-0.06278742104768753
HELLO,0.285585880279541,0.7379655838012695,4.56026540973653e-08,0.3504555821418762,0.740884006023407,-0.0054371957667171955,0.3970745801925659,0.6979426741600037,-0.004127150401473045,0.42061087489128113,0.6536398530006409,-0.00553729385137558,0.44038066267967224,0.6207141280174255,-0.007940399460494518,0.40552160143852234,0.5894226431846619,0.008874477818608284,0.44070005416870117,0.5261969566345215,-0.0032953873742371798,0.4614627957344055,0.4894746243953705,-0.016255948692560196,0.4796944856643677,0.45557475090026855,-0.026330631226301193,0.3879142999649048,0.5696280598640442,9.19580488698557e-05,0.4299915134906769,0.5026421546936035,-0.01088317483663559,0.45701509714126587,0.4613184332847595,-0.023954911157488823,0.4800087511539459,0.4261925220489502,-0.03442573547363281,0.36489808559417725,0.5585283041000366,-0.01182642113417387,0.40767258405685425,0.4911113679409027,-0.02471332438290119,0.4344324767589569,0.4537166357040405,-0.035426363348960876,0.4591003358364105,0.42149055004119873,-0.043001893907785416,0.33382648229599,0.5552055239677429,-0.024860063567757607,0.3649412989616394,0.4971025288105011,-0.03802228718996048,0.3878606855869293,0.464266836643219,-0.044698115438222885,0.4112061560153961,0.4350242614746094,-0.04947033151984215
HELLO,0.29832923412323,0.7393670678138733,3.449727614679432e-08,0.36103707551956177,0.737088680267334,-0.004009570926427841,0.4048701822757721,0.6942803859710693,-0.0024957319255918264,0.42724084854125977,0.654653012752533,-0.004042607266455889,0.45019716024398804,0.6247310042381287,-0.006313673686236143,0.41505616903305054,0.5842950344085693,0.011083262041211128,0.44916385412216187,0.5235840082168579,-0.00013553421013057232,0.4699389636516571,0.48663169145584106,-0.012763001956045628,0.48887595534324646,0.45279139280319214,-0.022632814943790436,0.39834117889404297,0.5656774044036865,0.001826958847232163,0.4386283755302429,0.4994969069957733,-0.008147081360220909,0.4654477834701538,0.45839259028434753,-0.020241135731339455,0.4891218841075897,0.423750102519989,-0.03007182665169239,0.3762429654598236,0.5559152364730835,-0.010543040931224823,0.4164915382862091,0.48868614435195923,-0.022052543237805367,0.4432801604270935,0.4508196711540222,-0.031766604632139206,0.46828290820121765,0.41808682680130005,-0.038846034556627274,0.34657734632492065,0.5540480017662048,-0.024039259180426598,0.3771975040435791,0.4975734353065491,-0.035833366215229034,0.400954931974411,0.4644871652126312,-0.04157484322786331,0.4250488877296448,0.43500053882598877,-0.045759838074445724
HELLO,0.2400944083929062,0.7589553594589233,1.7815889918892935e-07,0.3022650480270386,0.7500782012939453,-0.009907788597047329,0.35034531354904175,0.6896900534629822,-0.01010291650891304,0.3725432753562927,0.635263979434967,-0.011607044376432896,0.38717353343963623,0.5952290296554565,-0.013500230386853218,0.35142019391059875,0.5701417326927185,0.0009455211693421006,0.38280272483825684,0.49103888869285583,-0.010408872738480568,0.4020662009716034,0.44624149799346924,-0.02257246896624565,0.41831105947494507,0.40602973103523254,-0.03231107071042061,0.3269314765930176,0.5472451448440552,-0.0067379833199083805,0.36488205194473267,0.4621737599372864,-0.017214622348546982,0.39130744338035583,0.4071873426437378,-0.030452335253357887,0.4121675193309784,0.3597588539123535,-0.040890492498874664,0.2985445261001587,0.5407789945602417,-0.017243603244423866,0.33533230423927307,0.4571704864501953,-0.028916247189044952,0.3617139458656311,0.4064394235610962,-0.04115058481693268,0.3839282691478729,0.3620426058769226,-0.04992975667119026,0.2634925842285156,0.5486290454864502,-0.02912108041346073,0.29003143310546875,0.47741955518722534,-0.04222206398844719,0.31244802474975586,0.4338189363479614,-0.050076257437467575,0.33405229449272156,0.3939625024795532,-0.055500686168670654
HELLO,0.2801133692264557,0.7362953424453735,2.7740320263092144e-08,0.34329527616500854,0.7381697297096252,-0.005902763456106186,0.3915829658508301,0.6973903179168701,-0.004538470879197121,0.41663798689842224,0.6532140374183655,-0.005573090631514788,0.4337727725505829,0.618912398815155,-0.007505456916987896,0.4045097827911377,0.5922431945800781,0.006945840083062649,0.44173476099967957,0.5298488736152649,-0.004848000593483448,0.46245667338371277,0.4930708110332489,-0.01751307025551796,0.48064664006233215,0.46009111404418945,-0.02738340012729168,0.3862248659133911,0.5690773129463196,-0.0012215421302244067,0.4296473264694214,0.5025537610054016,-0.011543859727680683,0.45671698451042175,0.4625526964664459,-0.023544330149888992,0.479633629322052,0.42939603328704834,-0.033355314284563065,0.36194756627082825,0.5555443167686462,-0.012377775274217129,0.4044724106788635,0.48816782236099243,-0.02431509643793106,0.43066027760505676,0.45145469903945923,-0.03385282680392265,0.4546416103839874,0.42026105523109436,-0.04090983048081398,0.32917502522468567,0.5499752163887024,-0.024763276800513268,0.3606031537055969,0.493550181388855,-0.037387024611234665,0.3833093047142029,0.4621739983558655,-0.04347071424126625,0.40681758522987366,0.4343433380126953,-0.04792654514312744
HELLO,0.2896977663040161,0.7263058423995972,2.709080781926332e-08,0.35265836119651794,0.7360286712646484,-0.011235390789806843,0.40296363830566406,0.6960710287094116,-0.011441422626376152,0.43112659454345703,0.6437274217605591,-0.012638933025300503,0.4563981294631958,0.6095969676971436,-0.014245006255805492,0.4190530776977539,0.590926468372345,0.00313598127104342,0.45539411902427673,0.523064911365509,-0.008853842504322529,0.4745791256427765,0.4812846779823303,-0.02177540771663189,0.49038165807724,0.4433554410934448,-0.03155895322561264,0.3995245099067688,0.5637820959091187,-0.0016530037391930819,0.4433804154396057,0.4928199052810669,-0.010926187969744205,0.4682852029800415,0.4478648602962494,-0.022636795416474342,0.48669737577438354,0.4093758165836334,-0.032152462750673294,0.3745754361152649,0.5487550497055054,-0.009677202440798283,0.41684484481811523,0.47891804575920105,-0.020556213334202766,0.44061076641082764,0.4397190809249878,-0.029662853106856346,0.4605564475059509,0.4061465263366699,-0.03616980463266373,0.34123751521110535,0.5423584580421448,-0.0193675197660923,0.3738190531730652,0.48708269000053406,-0.030783096328377724,0.3953942656517029,0.4554195702075958,-0.03605940565466881,0.41601842641830444,0.4266485571861267,-0.03955317288637161
HELLO,0.224387526512146,0.6427335143089294,9.82821379835741e-09,0.28616902232170105,0.6590905785560608,-0.011890208348631859,0.33837348222732544,0.631608784198761,-0.012547512538731098,0.36675453186035156,0.5799208283424377,-0.01387803629040718,0.3834366798400879,0.5438562631607056,-0.01602814719080925,0.35729601979255676,0.5246589779853821,0.0016116227488964796,0.3938465118408203,0.46106791496276855,-0.010793403722345829,0.412414014339447,0.42018046975135803,-0.024456877261400223,0.4277971386909485,0.38363349437713623,-0.03477093204855919,0.33699268102645874,0.4951781630516052,-0.002471588086336851,0.3815721571445465,0.43072864413261414,-0.01179137546569109,0.4073936343193054,0.3906043767929077,-0.023614967241883278,0.42720118165016174,0.3566102087497711,-0.03338571637868881,0.3114607334136963,0.47847414016723633,-0.009692555293440819,0.3546467423439026,0.4153696894645691,-0.020518826320767403,0.3800652325153351,0.37875038385391235,-0.029568858444690704,0.4016745984554291,0.34767329692840576,-0.03624546900391579,0.27728205919265747,0.4694954454898834,-0.01867109350860119,0.3093215823173523,0.41737160086631775,-0.02981828711926937,0.33143895864486694,0.3884923458099365,-0.034925930202007294,0.3529468774795532,0.3628630042076111,-0.03851776570081711
